PO_ID,PO_Number,PO_Date,Vendor_Name,Funding_Source,District_ID,District_Name,BOCES_Region
91000499,PO-358661,2025-07-11,CDW-G,Grant,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000500,PO-473881,2025-10-23,SHI,Grant,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000501,PO-182499,2021-01-01,Ingram Micro,E-Rate,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000502,PO-815777,2021-04-09,SHI,General Fund,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000503,PO-734672,2021-07-02,SHI,E-Rate,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000504,PO-300315,2021-10-19,CDW-G,Federal Program,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000505,PO-348291,2022-01-04,CDW-G,E-Rate,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000506,PO-860590,2022-04-22,SHI,General Fund,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000507,PO-971215,2022-07-22,Connection,Federal Program,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000508,PO-345694,2022-10-02,CDW-G,General Fund,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000509,PO-856299,2023-01-19,Connection,Federal Program,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000510,PO-702426,2023-04-21,Connection,Federal Program,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000511,PO-267317,2023-07-03,Ingram Micro,General Fund,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000512,PO-790803,2023-10-24,Connection,E-Rate,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000513,PO-177584,2024-01-18,CDW-G,General Fund,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000514,PO-989015,2024-04-02,Connection,E-Rate,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000515,PO-867381,2024-07-13,CDW-G,E-Rate,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000516,PO-505040,2024-10-07,Apple Education,General Fund,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000517,PO-410273,2025-01-20,CDW-G,General Fund,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000518,PO-334365,2025-04-06,Ingram Micro,General Fund,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000519,PO-259562,2025-07-18,CDW-G,Grant,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000520,PO-310013,2025-10-18,Connection,General Fund,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
91000521,PO-799150,2021-01-25,CDW-G,Federal Program,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000522,PO-988637,2021-04-11,CDW-G,General Fund,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000523,PO-957344,2021-07-12,CDW-G,General Fund,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000524,PO-615699,2021-10-22,CDW-G,General Fund,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000525,PO-803217,2022-01-14,Connection,E-Rate,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000526,PO-444399,2022-04-10,Connection,General Fund,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000527,PO-264110,2022-07-08,CDW-G,E-Rate,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000528,PO-648455,2022-10-16,CDW-G,E-Rate,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000529,PO-365260,2023-01-02,CDW-G,E-Rate,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000530,PO-878032,2023-04-12,Connection,Federal Program,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000531,PO-680900,2023-07-19,CDW-G,E-Rate,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000532,PO-371425,2023-10-15,Ingram Micro,General Fund,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000533,PO-413250,2024-01-10,CDW-G,General Fund,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000534,PO-595138,2024-04-21,Connection,E-Rate,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000535,PO-796972,2024-07-21,Connection,Federal Program,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000536,PO-612129,2024-10-11,Connection,General Fund,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000537,PO-548482,2025-01-11,Connection,Grant,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000538,PO-973480,2025-04-13,CDW-G,General Fund,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000539,PO-571644,2025-07-02,CDW-G,E-Rate,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000540,PO-688853,2025-10-19,Connection,General Fund,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
91000541,PO-519643,2021-01-23,SHI,General Fund,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000542,PO-387118,2021-04-13,Apple Education,General Fund,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000543,PO-378651,2021-07-04,Ingram Micro,Grant,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000544,PO-636225,2021-10-12,Ingram Micro,General Fund,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000545,PO-935347,2022-01-15,SHI,General Fund,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000546,PO-957539,2022-04-02,CDW-G,E-Rate,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000547,PO-428409,2022-07-19,Ingram Micro,E-Rate,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000548,PO-869661,2022-10-02,CDW-G,E-Rate,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000549,PO-867098,2023-01-21,Ingram Micro,General Fund,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000550,PO-476988,2023-04-02,CDW-G,General Fund,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000551,PO-580976,2023-07-17,SHI,E-Rate,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000552,PO-167011,2023-10-10,CDW-G,E-Rate,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000553,PO-772427,2024-01-23,SHI,E-Rate,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000554,PO-437853,2024-04-12,Ingram Micro,Federal Program,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000555,PO-691421,2024-07-25,CDW-G,E-Rate,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000556,PO-498937,2024-10-06,SHI,General Fund,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000557,PO-396889,2025-01-11,Apple Education,E-Rate,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000558,PO-663608,2025-04-12,SHI,Grant,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000559,PO-848156,2025-07-01,SHI,Grant,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000560,PO-744218,2025-10-19,CDW-G,General Fund,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
91000561,PO-455036,2021-01-20,Connection,Grant,2129,Erie_CSD_2129,Erie 1 BOCES
91000562,PO-388470,2021-04-21,SHI,E-Rate,2129,Erie_CSD_2129,Erie 1 BOCES
91000563,PO-134459,2021-07-21,SHI,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000564,PO-669528,2021-10-14,CDW-G,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000565,PO-833473,2022-01-24,CDW-G,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000566,PO-181464,2022-04-01,Apple Education,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000567,PO-582399,2022-07-13,Ingram Micro,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000568,PO-553016,2022-10-16,CDW-G,E-Rate,2129,Erie_CSD_2129,Erie 1 BOCES
91000569,PO-480235,2023-01-17,Connection,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000570,PO-942702,2023-04-07,Connection,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000571,PO-218229,2023-07-22,Apple Education,Federal Program,2129,Erie_CSD_2129,Erie 1 BOCES
91000572,PO-311621,2023-10-21,Ingram Micro,E-Rate,2129,Erie_CSD_2129,Erie 1 BOCES
91000573,PO-163135,2024-01-15,SHI,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000574,PO-230559,2024-04-12,CDW-G,E-Rate,2129,Erie_CSD_2129,Erie 1 BOCES
91000575,PO-804458,2024-07-22,SHI,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000576,PO-420761,2024-10-25,SHI,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000577,PO-666894,2025-01-11,Ingram Micro,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000578,PO-664831,2025-04-10,SHI,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000579,PO-436477,2025-07-25,CDW-G,General Fund,2129,Erie_CSD_2129,Erie 1 BOCES
91000580,PO-891968,2025-10-05,SHI,E-Rate,2129,Erie_CSD_2129,Erie 1 BOCES
91000581,PO-917507,2021-01-15,CDW-G,E-Rate,2130,Erie_CSD_2130,Erie 1 BOCES
91000582,PO-527824,2021-04-08,Ingram Micro,General Fund,2130,Erie_CSD_2130,Erie 1 BOCES
91000583,PO-467418,2021-07-03,SHI,Grant,2130,Erie_CSD_2130,Erie 1 BOCES
91000584,PO-688284,2021-10-15,CDW-G,E-Rate,2130,Erie_CSD_2130,Erie 1 BOCES
91000585,PO-304253,2022-01-15,SHI,Federal Program,2130,Erie_CSD_2130,Erie 1 BOCES
91000586,PO-627972,2022-04-17,CDW-G,E-Rate,2130,Erie_CSD_2130,Erie 1 BOCES
91000587,PO-600292,2022-07-08,Connection,General Fund,2130,Erie_CSD_2130,Erie 1 BOCES
91000588,PO-224506,2022-10-08,SHI,General Fund,2130,Erie_CSD_2130,Erie 1 BOCES
91000589,PO-154046,2023-01-11,CDW-G,Federal Program,2130,Erie_CSD_2130,Erie 1 BOCES
91000590,PO-913113,2023-04-02,Apple Education,General Fund,2130,Erie_CSD_2130,Erie 1 BOCES
91000591,PO-239000,2023-07-04,CDW-G,E-Rate,2130,Erie_CSD_2130,Erie 1 BOCES
91000592,PO-588972,2023-10-21,Ingram Micro,E-Rate,2130,Erie_CSD_2130,Erie 1 BOCES
91000593,PO-735787,2024-01-01,CDW-G,General Fund,2130,Erie_CSD_2130,Erie 1 BOCES
91000594,PO-122897,2024-04-01,SHI,General Fund,2130,Erie_CSD_2130,Erie 1 BOCES
91000595,PO-762229,2024-07-16,Connection,Grant,2130,Erie_CSD_2130,Erie 1 BOCES
91000596,PO-366175,2024-10-16,Connection,General Fund,2130,Erie_CSD_2130,Erie 1 BOCES
91000597,PO-979015,2025-01-09,Ingram Micro,E-Rate,2130,Erie_CSD_2130,Erie 1 BOCES
91000598,PO-251718,2025-04-10,CDW-G,General Fund,2130,Erie_CSD_2130,Erie 1 BOCES
91000599,PO-474716,2025-07-21,CDW-G,General Fund,2130,Erie_CSD_2130,Erie 1 BOCES
91000600,PO-142515,2025-10-09,Apple Education,General Fund,2130,Erie_CSD_2130,Erie 1 BOCES
91000601,PO-479174,2021-01-17,Apple Education,Grant,2131,Erie_CSD_2131,Erie 1 BOCES
91000602,PO-457188,2021-04-18,SHI,E-Rate,2131,Erie_CSD_2131,Erie 1 BOCES
91000603,PO-371538,2021-07-21,Ingram Micro,General Fund,2131,Erie_CSD_2131,Erie 1 BOCES
91000604,PO-543092,2021-10-23,Connection,General Fund,2131,Erie_CSD_2131,Erie 1 BOCES
91000605,PO-403376,2022-01-22,Ingram Micro,Federal Program,2131,Erie_CSD_2131,Erie 1 BOCES
91000606,PO-818291,2022-04-09,CDW-G,General Fund,2131,Erie_CSD_2131,Erie 1 BOCES
91000607,PO-506877,2022-07-22,Ingram Micro,General Fund,2131,Erie_CSD_2131,Erie 1 BOCES
91000608,PO-802183,2022-10-25,SHI,General Fund,2131,Erie_CSD_2131,Erie 1 BOCES
91000609,PO-901549,2023-01-21,Apple Education,General Fund,2131,Erie_CSD_2131,Erie 1 BOCES
91000610,PO-499324,2023-04-19,Connection,Grant,2131,Erie_CSD_2131,Erie 1 BOCES
91000611,PO-201707,2023-07-14,CDW-G,Grant,2131,Erie_CSD_2131,Erie 1 BOCES
91000612,PO-416079,2023-10-19,SHI,General Fund,2131,Erie_CSD_2131,Erie 1 BOCES
91000613,PO-389006,2024-01-21,SHI,General Fund,2131,Erie_CSD_2131,Erie 1 BOCES
91000614,PO-324826,2024-04-24,SHI,E-Rate,2131,Erie_CSD_2131,Erie 1 BOCES
91000615,PO-457541,2024-07-15,SHI,General Fund,2131,Erie_CSD_2131,Erie 1 BOCES
91000616,PO-279493,2024-10-05,SHI,Federal Program,2131,Erie_CSD_2131,Erie 1 BOCES
91000617,PO-866080,2025-01-16,Connection,E-Rate,2131,Erie_CSD_2131,Erie 1 BOCES
91000618,PO-980848,2025-04-11,CDW-G,E-Rate,2131,Erie_CSD_2131,Erie 1 BOCES
91000619,PO-220754,2025-07-04,Ingram Micro,Grant,2131,Erie_CSD_2131,Erie 1 BOCES
91000620,PO-113167,2025-10-24,SHI,E-Rate,2131,Erie_CSD_2131,Erie 1 BOCES
91000621,PO-962324,2021-01-19,CDW-G,E-Rate,2132,Erie_CSD_2132,Erie 1 BOCES
91000622,PO-435418,2021-04-01,Apple Education,General Fund,2132,Erie_CSD_2132,Erie 1 BOCES
91000623,PO-291014,2021-07-25,SHI,General Fund,2132,Erie_CSD_2132,Erie 1 BOCES
91000624,PO-879667,2021-10-01,Apple Education,General Fund,2132,Erie_CSD_2132,Erie 1 BOCES
91000625,PO-844133,2022-01-22,CDW-G,General Fund,2132,Erie_CSD_2132,Erie 1 BOCES
91000626,PO-153747,2022-04-21,Ingram Micro,Grant,2132,Erie_CSD_2132,Erie 1 BOCES
91000627,PO-592516,2022-07-20,Connection,E-Rate,2132,Erie_CSD_2132,Erie 1 BOCES
91000628,PO-962234,2022-10-21,SHI,Grant,2132,Erie_CSD_2132,Erie 1 BOCES
91000629,PO-169682,2023-01-08,SHI,General Fund,2132,Erie_CSD_2132,Erie 1 BOCES
91000630,PO-935974,2023-04-25,Ingram Micro,E-Rate,2132,Erie_CSD_2132,Erie 1 BOCES
91000631,PO-711856,2023-07-17,Apple Education,General Fund,2132,Erie_CSD_2132,Erie 1 BOCES
91000632,PO-853683,2023-10-18,Ingram Micro,E-Rate,2132,Erie_CSD_2132,Erie 1 BOCES
91000633,PO-450877,2024-01-08,Connection,General Fund,2132,Erie_CSD_2132,Erie 1 BOCES
91000634,PO-575743,2024-04-19,CDW-G,General Fund,2132,Erie_CSD_2132,Erie 1 BOCES
91000635,PO-468529,2024-07-25,CDW-G,General Fund,2132,Erie_CSD_2132,Erie 1 BOCES
91000636,PO-609222,2024-10-17,Ingram Micro,General Fund,2132,Erie_CSD_2132,Erie 1 BOCES
91000637,PO-422442,2025-01-19,Ingram Micro,E-Rate,2132,Erie_CSD_2132,Erie 1 BOCES
91000638,PO-124011,2025-04-08,Apple Education,General Fund,2132,Erie_CSD_2132,Erie 1 BOCES
91000639,PO-287758,2025-07-13,CDW-G,E-Rate,2132,Erie_CSD_2132,Erie 1 BOCES
91000640,PO-964681,2025-10-13,CDW-G,Grant,2132,Erie_CSD_2132,Erie 1 BOCES
